district_name,total_crime_rate
Coimbatore,49045.0
Coimbatore,23235.0
Cuddalore,53960.0
Dharmapuri,27585.0
Dindigul,28565.0
Erode,28075.0
Kanchipuram,13350.0
Kanniyakumari,22630.0
Karur,23355.0
Krishnagiri,28315.0
Madurai,26395.0
Madurai,40795.0
Nagapattinam,44810.0
Namakkal,21400.0
The Nilgiris,9140.0
Perambalur,9485.0
Pudukkottai,25505.0
Ramanathapuram,31045.0
Chennai,2005.0
Tiruchirappalli,2785.0
Salem,38045.0
Salem,24480.0
Sivaganga,19600.0
Thanjavur,62975.0
Theni,29975.0
Tirunelveli,9910.0
Tirunelveli,9850.0
Thiruvallur,18040.0
Tiruvannamalai,44375.0
Thiruvarur,33760.0
Tuticorin,33595.0
Tiruppur,30365.0
Tiruppur,22575.0
Tiruchirappalli,22295.0
Tiruchirappalli,77415.0
Vellore,19850.0
Villupuram,29470.0
Virudhunagar,35005.0
Chennai,15.0
Chennai,2555.0
Chengalpattu,23815.0
Kallakurichi,14605.0
Ranipet,20735.0
Tirupathur,13460.0
Tenkasi,15195.0
Thiruvallur,27085.0
Chengalpattu,27730.0
Hyderabad,5535.0
Hyderabad,11195.0
Karimnagar,580.0
Khammam,1875.0
Nizamabad,2690.0
Yadadri Bhuvanagiri,7090.0
Peddapalli,1030.0
Siddipet,1570.0
Warangal,4150.0
Adilabad,1510.0
Bhadradri Kothagudem,2090.0
Jagitial,1075.0
Jayashankar Bhupalapally,1115.0
Jogulamba Gadwal,600.0
Kamareddy,1210.0
Kumuram Bheem Asifabad,1300.0
Mahabubabad,905.0
Mahabubnagar,6110.0
Medak,900.0
Nagarkurnool,665.0
Nalgonda,1205.0
Nirmal,430.0
Rajanna Sircilla,450.0
Sangareddy,1440.0
Suryapet,1045.0
Vikarabad,1370.0
Wanaparthy,300.0
Hyderabad,255.0
Mulugu,360.0
Narayanpet,1695.0
Dhalai,420.0
Gomati,335.0
West Tripura,175.0
Khowai,460.0
North Tripura,615.0
Sepahijala,680.0
South Tripura,250.0
Unakoti,280.0
West Tripura,1140.0
Agra,8670.0
Aligarh,9805.0
Prayagraj,16480.0
Ambedkar Nagar,6115.0
Amethi,3365.0
Auraiya,4950.0
Azamgarh,8810.0
Budaun,9490.0
Baghpat,6110.0
Bahraich,4340.0
Ballia,6660.0
Balrampur,2855.0
Banda,3405.0
Barabanki,12445.0
Bareilly,19145.0
Basti,5490.0
Bijnor,12180.0
Bulandshahr,17985.0
Chandauli,3665.0
Chitrakoot,2400.0
Deoria,3985.0
Etah,4015.0
Etawah,3640.0
Ayodhya,6615.0
Farrukhabad,9740.0
Fatehpur,6405.0
Firozabad,7065.0
Lucknow,3085.0
Gautam Buddha Nagar,18615.0
Ghaziabad,21020.0
Ghazipur,5730.0
Gonda,7465.0
Gorakhpur,9300.0
Hamirpur,6020.0
Hapur,6745.0
Hardoi,5745.0
Hathras,3800.0
Jalaun,3110.0
Jaunpur,7925.0
Jhansi,6370.0
Kannauj,4030.0
Kanpur Dehat,3580.0
Kanpur Nagar,14240.0
Kasganj,11010.0
Kaushambi,4560.0
Kheri,10490.0
Kushi Nagar,8365.0
Lalitpur,1960.0
Lucknow,13940.0
Maharajganj,5060.0
Mahoba,3735.0
Mainpuri,6110.0
Mathura,8870.0
Mau,2965.0
Meerut,12425.0
Mirzapur,4055.0
Moradabad,7850.0
Muzaffarnagar,8920.0
Pilibhit,7735.0
Pratapgarh,4045.0
Rae Bareli,8625.0
Rampur,7285.0
Saharanpur,16395.0
Sambhal,8225.0
Sant Kabeer Nagar,3595.0
Shahjahanpur,17535.0
Shamli,6170.0
Shravasti,1560.0
Siddharth Nagar,4995.0
Sitapur,13810.0
Sonbhadra,5025.0
Bhadohi,2180.0
Sultanpur,5155.0
Unnao,9895.0
Varanasi,4785.0
Lucknow,0.0
Kanpur Dehat,0.0
Varanasi,0.0
Almora,340.0
Bageshwar,220.0
Chamoli,275.0
Champawat,510.0
Dehradun,8475.0
Haridwar,9400.0
Nainital,3000.0
Pauri Garhwal,550.0
Pithoragarh,460.0
Rudra Prayag,65.0
Tehri Garhwal,320.0
Udam Singh Nagar,5550.0
Uttar Kashi,385.0
Dehradun,1965.0
Cyber Cell,150.0
Alipurduar,1040.0
Paschim Bardhaman,1435.0
Bankura,555.0
24 Paraganas North,3135.0
24 Paraganas North,640.0
Birbhum,1570.0
Coochbehar,3325.0
Dinajpur Dakshin,1185.0
Darjeeling,1345.0
Hooghly,845.0
Howrah,125.0
Howrah,1725.0
Howrah,1115.0
Jalpaiguri,2190.0
Jhargram,240.0
Medinipur West,25.0
Kolkata,3785.0
Maldah,3985.0
Murshidabad,4360.0
Medinipur West,1195.0
Medinipur East,985.0
Purulia,430.0
Kolkata,145.0
Darjeeling,135.0
Darjeeling,5170.0
24 Paraganas South,2595.0
Hooghly,1700.0
24 Paraganas South,1615.0
Kalimpong,275.0
Purba Bardhaman,1730.0
24 Paraganas South,925.0
24 Paraganas North,1585.0
24 Paraganas North,3400.0
24 Paraganas North,2275.0
Dinajpur Uttar,1065.0
Murshidabad,950.0
Nadia,1115.0
Dinajpur Uttar,880.0
Nadia,1285.0
South Andamans,650.0
North And Middle Andaman,180.0
Nicobars,150.0
Chandigarh,2760.0
Dadra And Nagar Haveli,345.0
Daman,95.0
Diu,5.0
Central,1975.0
North West,860.0
East,2795.0
New Delhi,5.0
New Delhi,1595.0
North West,95.0
New Delhi,360.0
North,2825.0
North East,4695.0
North West,5505.0
North West,4735.0
New Delhi,170.0
South,4865.0
South East,5565.0
South West,3680.0
North West,770.0
New Delhi,0.0
New Delhi,0.0
West,4045.0
North West,3235.0
Shahdara,4450.0
South West,4170.0
New Delhi,3890.0
Anantnag,1240.0
Pulwama,595.0
Bandipora,400.0
Baramulla,875.0
Budgam,690.0
Jammu,0.0
Jammu,5.0
Doda,285.0
Ganderbal,405.0
Kupwara,345.0
Jammu,2105.0
Kathua,385.0
Kishtwar,280.0
Kulgam,875.0
Kupwara,665.0
Poonch,450.0
Pulwama,740.0
Jammu,25.0
Jammu,10.0
Reasi,0.0
Rajouri,1330.0
Ramban,510.0
Reasi,565.0
Samba,445.0
Shopian,635.0
Baramulla,560.0
Srinagar,1925.0
Udhampur,640.0
Jammu,300.0
Jammu,280.0
Jammu,100.0
Srinagar,15.0
Jammu,5.0
Srinagar,35.0
Jammu,30.0
Jammu,30.0
Kargil,55.0
Leh Ladakh,35.0
Lakshadweep District,145.0
Karaikal,0.0
Pondicherry,6320.0
